3230400,1614200,1464900,1392700,1343220,1294680,1329320,1267660,1258580,1250460,1248320,1382500,1314560,1199060,1446080,
2107080,1432620,1251580,1327600,1441880,1418300,1554340,1610000,1597360,1531700,1573840,1638840,1686460,1642280,1578140,
2386680,1540360,1356040,1307480,1541360,1343180,1299600,1472260,1491040,1312480,1391980,1465500,1438220,1415720,1396180,
2457720,1507380,1345120,1405780,1485840,1505640,1413480,1420500,1418600,1515420,1432420,1493220,1405600,1478140,1384500,
2907500,1941720,1989120,1938200,1948560,1709700,1910480,1684380,1897800,1839660,2103520,1970980,1908460,1886040,1692960,
5699980,2506520,2694260,2471680,2397580,2466720,2359540,2743680,2541080,2574040,2569880,2708740,2629820,2568480,2517560,
5251560,3727480,3808320,3649780,3478840,3592740,3710040,3385940,3716780,3664660,3571200,4207780,4453680,4349660,3639640,
7745060,7326700,7233480,8964400,8273500,8595580,8888500,8731780,8380920,7531060,7134040,7286780,7292800,7954860,7292240,
8241180,7134360,6752200,6804400,7428520,7651880,7353200,7525740,7891300,7421960,6472660,6564260,7562080,7657000,7537620,
9199280,8032700,7584180,7527960,7982180,7367660,7812760,7514640,7693540,8104200,7659480,7939920,8337880,7325400,8203660,
9657780,8251300,7342940,7114360,7143200,7359200,7687860,8221060,8337300,7341420,7106920,7520300,7450940,7317920,7091580,
10267260,7686960,7586380,7856860,8024200,8252120,8166900,8369880,8838220,8456700,8427440,8339320,8488980,8974040,8246820,
16636500,10005960,10002140,10021160,9101860,9889320,10366100,9931940,10732720,9992720,10408220,10736360,9567360,10032740,9800320,
66928900,19302520,14354920,15850900,17602700,17369740,14998400,18290100,17795120,12357140,12014140,12030640,11749920,12028520,11940320,
198952760,26827940,11341960,17274400,16799780,16603500,16807200,17723340,17921540,17057280,16567940,16523340,17059900,17253340,16704880,
244202720,21812900,21133220,20589300,27119340,27187460,26635140,26348660,26675140,26601220,26913500,27368580,26468740,26662740,26583600,
365137540,42754380,41336140,47908720,47033100,46733120,46815800,46175420,47031720,46388980,46913540,47313760,47407560,46906760,46503600,
232381740,90470240,88531320,86939880,86209080,87435580,88059780,87181600,86598860,86243180,86455480,85935540,86184960,87404720,87617520,
524015220,206970620,169116220,170577520,168781100,168445900,168523400,168437760,167497740,169989980,169832640,170635240,170936820,171571860,169863760,
1237600140,381689160,331031060,332937100,331447320,335757380,334518960,332296540,329774900,332089360,338930900,332415240,332103400,331535180,332436140,
1262404360,685985860,659655380,657501500,657989320,658308320,659590780,656243080,657045800,655640260,656097360,657087320,655961860,657525860,655773140,
2451017460,1305230580,1305784020,1304697440,1306311980,1306774780,1307029540,1306710160,1307386240,1306635900,1305168320,1305261360,1306200980,1303988440,1303258060,
8485230440,2644578340,2597931760,2595815760,2596834660,2596677360,2602626640,2598867460,2602764440,2597235600,2597663040,2598772100,2600620820,2597340600,2596552580,
6214052100,5198695560,5175760700,5217942220,5217991480,5217121200,5214464440,5215480140,5218909140,5216604380,5216697460,5214534560,5218929000,5217804180,5213049340,
13647525520,10441264180,10320543560,10365273000,10369711820,10367904920,10363734480,10362938460,10365510040,10359380360,10361524580,10356829580,10365932600,10364199840,10366699160,
23419525440,23182879140,20710441180,20668397840,20824788120,20824083760,20812510180,20822079600,20818747360,20821605600,20823885540,20820599920,20823701540,20844052440,20831919860,
47091362840,46469555120,44727890080,44428911260,42847822340,45381415060,45628257240,42582504560,43716911300,44312676300,42620835320,43850830340,44517035120,42491422800,44259790220,
