1919520,1795545,1682797,1637572,1689795,1609605,1567980,1670580,1627245,1489972,1527997,1493077,1615320,1464660,1531507,
2857477,1633028,1534635,1447515,1570163,1494585,1431135,1522688,1519875,1452893,1508242,1526400,1488938,1591020,1561950,
1606207,1559498,1466235,1519605,1494967,1579387,1532813,1431067,1550745,1544940,1474470,1499805,1578623,1420425,1548135,
1548382,1530090,1530855,1534185,1461758,1544333,1521878,1547505,1473390,1593135,1510245,1444500,1556685,1498388,1509907,
2006302,1784700,2103705,2149065,1831230,1955858,1929803,1916460,1826482,2035058,1937812,2461995,1973790,1966815,2172330,
4994708,2544817,2700203,2646787,2678603,2877997,2805593,2270137,2967367,2762010,2668388,2649577,2673698,2559195,2785275,
4262715,2943855,2749297,2840782,2595240,2397420,2556540,2955442,2976930,3239617,3186383,3133305,3327705,3113145,3001522,
2955848,2864047,2833943,2862607,2794387,2767883,2616840,2995583,2876490,3014685,2637112,2803612,2625210,2580210,2842695,
5594108,2847285,2754000,3001253,2815717,2788065,2811150,2985480,3367463,3313620,3168765,3377385,3223620,3215835,3194662,
7203150,3346020,3407580,3288488,3429180,3485520,2897055,2898585,3001095,2954362,3034890,2918182,2819678,2904233,2842380,
3160440,2908980,3141788,3073432,3142282,3000465,2938838,2915010,2923245,2948805,2927857,2951685,2907270,3000420,3110962,
12252780,3388275,3347753,3230392,3273052,3359947,3236648,3288420,3317175,3501090,3379950,3230078,3295800,3422407,3339608,
4026083,3860662,3842190,4041090,3663697,3919365,3725640,3784883,3549623,3973230,3763192,3802703,3770303,3489930,3903750,
4851292,4556475,4675523,4668570,4682408,4615583,5028863,4720320,4619070,4715955,4656780,4698180,4992052,4937355,4748287,
99792810,14834587,5106127,5081580,5354550,5377905,8181270,7641607,7402522,7675740,7558177,7466715,7398900,7234222,7404840,
11106135,10284615,9887602,10725030,10288733,10757858,10284503,9806400,10302615,10435950,10127835,10192455,9847170,10532250,11081520,
252195030,29619855,17577990,19304122,19882890,19675012,19659938,19895130,19364445,20972047,19482547,19873800,19761030,19711260,19551938,
36292950,33442042,33627487,38783678,33613695,33806700,34243852,34039327,34463655,33392362,34068218,34150815,33459705,33723023,33761902,
435748050,88061287,70441380,70712145,71961120,70608780,69845333,72594225,72122062,70262865,69955448,71952210,69859732,71487270,71019337,
924780307,162631620,143104725,146174130,144256995,143301915,141388515,144333090,141338115,142492837,142809075,141643822,142141477,143792820,140998792,
263885760,264555923,266718105,265145850,263515613,265046063,264816810,265352175,264316860,263822287,265167653,263519797,263871202,263542387,264529395,
515155882,511346250,512927640,510202620,510868958,514110713,508918635,510746288,512956935,512772458,511446352,509641110,512787983,509635732,511538378,
7198402095,1291838333,1055206507,1054607378,1054378058,1053980370,1055268473,1057400437,1052409960,1055097945,1053028192,1054260990,1052173958,1054663785,1048171792,
2026303065,2019260857,2108343263,2041387042,2120697877,2030022315,2021222993,2021296928,2119281930,2045110545,2034965700,2025925380,2024713215,2020819950,2026778940,
28519174507,4512967448,3968437095,3957741652,4038578325,3991119885,3894576682,3892920660,3973571505,3980440642,3890400412,3983597303,3945125070,4004788432,4119743183,
62464643933,9355412767,8243581905,7970661225,7878461152,7901068298,7877897010,7883979480,7867563682,7871902515,7859533568,7878072713,7860511935,7863122700,7848580207,
42443216977,58792442467,31357028430,16329140685,15977948962,15922935518,15911852400,15898598955,15878872058,15909805012,15883287210,15900757650,15889906372,15885678758,15888902895,
91087496280,105341773568,65206911780,31684012583,31596590835,31532261400,31560218797,31545200497,31543173518,31519547325,31586984348,31514312183,31546343025,31530001140,31501002510,
