1693140,1527040,1464320,1370240,1460280,1435360,1428660,1383840,1423740,1451020,1517460,1435820,1396040,1482660,1501980,
1401660,1486560,1526400,1442500,1483020,1782840,1804280,1755520,1748240,1668280,1749720,1609860,1740040,1690540,1682660,
1477500,1525360,1507240,1425240,1406480,1405760,1492700,1489740,1492980,1394540,1499480,1540760,1454520,1508300,1440800,
1567940,1498060,1565060,1555880,1652220,1726160,1581460,1403960,1359320,1679940,1641160,1622860,1451480,1807680,1621540,
2010660,1635340,1674500,1695140,1753240,1677100,1664940,1733660,1802720,1968960,1960040,2029580,2157500,1663040,1976220,
2765400,2796020,2669160,2591220,2539220,2694780,2640180,2721420,2703380,3095640,3196980,2679820,2760080,3121720,2803640,
4493640,3973060,3806040,3873400,3713340,4173400,4024040,3847020,3730220,4013240,3722180,3979200,3706780,3793100,4342960,
9725860,8818860,6444100,7349960,6715280,6880700,7518800,6984700,6437180,6558780,8397740,8470620,7402620,6317460,6781600,
11707400,14309460,13992960,15101960,13989500,14498140,16193960,16069620,15754260,15906200,16154780,15046080,16658040,15497300,14412540,
14329720,15096380,15426460,15314840,14947860,14868640,14435520,14828560,14938100,15104620,15775320,14413560,14713780,14839260,15300060,
13543660,13106920,13038040,12303300,13302760,13258460,13545560,12314480,12767300,14290480,12396200,12369900,12340900,12666100,12322360,
15465720,13441380,12379700,12984020,12808860,13694640,15308440,13469820,13621800,12916260,12715580,13093500,13424640,13206840,13243120,
13793340,13993160,13093360,14072020,13972020,13769380,13408680,13300180,13171880,13024780,13541040,13308120,13909960,13014740,13113260,
15064880,15522360,14040800,14119160,13794160,14311040,15148760,14302540,14080600,14055320,14267740,14344120,14368920,13742240,14075300,
16011260,15800080,19135640,17427060,16537320,16576120,17414820,17991160,17243200,17215880,16206920,16101480,15917220,17085380,16860480,
20255780,19385320,19853520,20772960,20118100,20525020,20513220,19266340,19528160,19837500,19441880,19147920,19598180,20960400,19598340,
27164840,27887740,28136100,27177980,33327760,35202660,26519100,26257120,26287480,26417720,26275860,27004940,26828080,26454800,26797220,
41901920,42066060,40287040,40745460,40923580,41241640,40455680,40847120,40598660,40373820,40782920,40749440,40550680,40919420,40746500,
70333960,70618560,70895180,71160480,71325120,70211320,70467740,69928360,69363920,70825180,69946460,69337320,70847280,70126500,69048680,
126237660,125813760,126369420,126875780,128673180,125082240,125644220,125128660,125826280,125434760,125371100,126013340,125571760,125133360,125472460,
238475140,237501060,237958400,238363040,238234640,237596520,238543320,237780400,236827020,239885080,237726400,239055100,238328260,239403320,237479340,
468778540,466852780,467143980,464233220,462527960,467774700,469182460,465085640,465881020,466789020,464369220,466499140,467416040,463826700,464882740,
916796620,913973480,917848140,915852200,911161920,916384620,917069400,913155380,913260140,915838240,914167040,921329280,911611860,916356580,919702740,
1846381640,1843289400,1845122660,1847311960,1851743440,1845749340,1843508880,1843322400,1845150160,1844720700,1845683700,1857313240,1860454980,1843679380,1840482240,
3691391260,3685955080,3704443600,3685890140,3682061820,3681389400,3681743920,3677088320,3675381000,3681249540,3681540960,3676922540,3682240140,3680178780,3679272720,
7264870280,7262408720,7314728980,7324353500,7332345320,7333765800,7344496460,7334528180,7325563460,7329022080,7331700960,7316498720,7335934600,7331724000,7326315900,
14653180940,14661406780,14653714100,14653536160,14645777140,14647479080,14638205640,14640365700,14646633840,14648514380,14658028680,14643160440,14646597040,14635350860,14661061320,
