1725030,1586250,1489725,1442475,1585012,1509367,1445513,1575900,1394798,1493572,1607265,1550115,1700010,1490130,1511438,
2799000,1494630,1636987,1649182,1459912,1465673,1729665,1595048,1792440,1725098,1597883,1605780,1738283,1790865,1840185,
1761637,1732072,1859040,1671728,1689187,1732005,1749803,1689795,1707818,1832962,1733423,1478903,1823647,1763550,1904243,
1773810,1979888,1480298,1821735,1733265,1489725,1866803,1794420,1618290,1609830,1553850,1766858,1675800,1530292,1761503,
2289352,2202930,2396227,2375595,2184593,2243700,2056500,1849410,1716885,1672695,1983578,1849792,1777163,1964363,1910857,
4621905,2662043,2520585,2508210,2579557,2755552,2893545,2407905,2843618,2875747,2769502,2871090,2640375,2549768,2630205,
6575828,4126612,3989632,3970597,3827700,3734955,3835890,3893963,3944947,3734932,3882892,4137592,4426380,4833698,4620195,
4766872,4749165,4182728,4216545,3892658,4237402,4152352,4156695,4018837,3963600,3835575,3833685,4033103,3854070,3988665,
6007702,3823740,3934530,4109738,4040213,4068967,4129403,4089892,4068405,3991117,4448452,4105328,4212022,4269397,4059967,
6803348,4583453,4583070,4339687,4387815,4292640,4392900,4169587,4414545,4435942,4877977,4356405,4286745,4365315,4187565,
4912650,4982423,5046615,5124780,4974952,4817790,4900680,4634662,4613602,4630365,4818038,4750065,4469265,4505895,4834013,
12511867,5693333,5615505,5356282,5293733,5344852,5606078,5423535,5652450,5515448,5666265,5644417,5483880,5865323,5677605,
7152705,7054582,7155968,6857933,6772320,6850057,6855187,6927975,6985598,6997207,6826140,6730875,6619523,6927322,7155563,
10491053,10019138,10027845,9853965,9701122,9931500,9995107,9808763,9400275,9749317,9657180,9794138,9967860,9972968,9922725,
98883113,17107492,15982132,15808500,15707003,15872737,15932273,15786765,15920978,15731572,16118640,15915488,15779565,15808342,15979747,
28008113,27241582,27086962,27396248,27137025,27155970,27236453,27608962,26804588,27388147,27576473,27794047,27430897,27092925,27240952,
238767345,49512465,47309197,50011267,50709442,50750977,50793862,50517247,50677583,50591025,50658795,50350095,50315648,50736443,50529780,
95379052,95568322,95439038,95406413,96118447,95857065,95415795,96057832,95271818,94711883,95511060,95395207,99269010,98071740,97173698,
607152015,199959367,192411405,192904245,193031932,192746970,191793510,193020795,192822637,192878168,192502710,193389097,193291785,191938185,198025380,
1064555078,393278693,381164580,379591425,381991793,379948208,379600515,379063508,381170272,380329312,380393887,379266480,379020105,378430897,378739170,
755402940,755252460,752373540,756891022,754803787,752104125,752569560,751961453,753501375,757220760,752855873,753834645,752809950,754828268,753691792,
1510424235,1508014530,1513153665,1508524853,1510534912,1510493918,1512359145,1508730930,1510723485,1509740528,1513460880,1509294397,1510859295,1511648438,1509500993,
7661592000,3104872020,2997885803,2995806555,2986547130,2996668958,2992091625,2987997795,2992186755,2996799705,2990245207,2987926628,2996926897,2995452090,2987675505,
6022761637,6033231247,5997851438,5987265435,5989728510,5990061060,5989914877,5999345933,5996404215,5986543027,5990981445,5986321605,5996111670,5996880337,5993459122,
28482688957,12495994875,12035552918,12059487832,11997806558,12010237852,11996519018,11984115217,11990451960,12004504132,11987973360,11997647910,11995802010,11990614837,12002737365,
60391097617,24637437247,23948900100,23892994305,23935321665,23974188862,23965062975,24003285997,23973446655,23956300508,23969942078,23967867825,23976124065,23976015413,23983699703,
67944249022,96011580712,49086982148,47825381475,47844074250,47880845437,47874037343,47857862430,47765167943,47823356587,47791521968,47794789957,47782665225,47775908340,47773709055,
110507842957,168461075498,102350621407,96119910022,96138296730,96123660120,96149158942,96166005053,96093480083,96102726570,96109073415,96106529970,96059586128,96093142740,96075154058,
